id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
2763,EYPP,medium_airport,Panevėžys Air Base,55.729400634765625,24.460800170898438,197,EU,LT,LT-PN,Panevėžys,no,EYPP,PNV,EYPP,,,https://en.wikipedia.org/wiki/Panev%C4%97%C5%BEys_Air_Base,"Pajuostis, Tulpė"
2764,EYSA,medium_airport,Šiauliai International Airport,55.89390182495117,23.395000457763672,443,EU,LT,LT-SA,Šiauliai,no,EYSA,SQQ,EYSA,,http://www.airport.siauliai.lt/,https://en.wikipedia.org/wiki/%C5%A0iauliai_International_Airport,"Zokniai Airport, Zoknių oro uostas"
2766,EYVI,large_airport,Vilnius International Airport,54.634102,25.285801,648,EU,LT,LT-VL,Vilnius,yes,EYVI,VNO,EYVI,,http://www.vilnius-airport.lt/en/,https://en.wikipedia.org/wiki/Vilnius_International_Airport,
2767,FAAB,medium_airport,Alexander Bay Airport,-28.575001,16.5333,98,AF,ZA,ZA-NC,Alexander Bay,no,FAAB,ALJ,FAAB,,,https://en.wikipedia.org/wiki/Alexander_Bay_Airport,Kortdoorn
2768,FAAG,medium_airport,Aggeneys Airport,-29.281799,18.8139,2648,AF,ZA,ZA-NC,Aggeneys,no,FAAG,AGZ,FAAG,,,https://en.wikipedia.org/wiki/Aggeneys_Airport,
2771,FABE,medium_airport,Bisho Airport,-32.897099,27.2791,1950,AF,ZA,ZA-EC,Bisho,no,FABE,BIY,FABE,,,https://en.wikipedia.org/wiki/Bhisho_Airport,
2772,FABL,large_airport,Bram Fischer International Airport,-29.092699,26.302401,4457,AF,ZA,ZA-FS,Bloemfontein,yes,FABL,BFN,FABL,,https://sa-airports.co.za/bram-fischer-airport,https://en.wikipedia.org/wiki/Bram_Fischer_International_Airport,"AFB Bloemspruit, Bloemspruit"
2775,FACT,large_airport,Cape Town International Airport,-33.97403,18.604333,151,AF,ZA,ZA-WC,Cape Town,yes,FACT,CPT,FACT,,https://www.airports.co.za/airports/cape-town-international-airport,https://en.wikipedia.org/wiki/Cape_Town_International_Airport,"Kaapstad Internasionale Lughawe, CTIA, DF Malan Airport"
2779,FAEL,large_airport,King Phalo Airport,-33.035599,27.825899,435,AF,ZA,ZA-EC,East London,yes,FAEL,ELS,FAEL,,https://www.airports.co.za/airports/King-Phalo-airport,https://en.wikipedia.org/wiki/East_London_Airport,
2781,FAFB,medium_airport,Ficksburg Sentraoes Airport,-28.82309913635254,27.908899307250977,5315,AF,ZA,ZA-FS,Ficksburg,no,FAFB,FCB,FAFB,,,,
2782,FAGC,medium_airport,Grand Central Airport,-25.986299514799995,28.1401004791,5325,AF,ZA,ZA-GT,Midrand,no,FAGC,GCJ,FAGC,,,https://en.wikipedia.org/wiki/Grand_Central_Airport,
2783,FAGG,large_airport,George Airport,-34.0056,22.378902,648,AF,ZA,ZA-WC,George,yes,FAGG,GRJ,FAGG,,https://www.airports.co.za/airports/george-airport,https://en.wikipedia.org/wiki/George_Airport,P.W. Botha Airport
2784,FAGM,medium_airport,Rand Airport,-26.2425,28.151199,5483,AF,ZA,ZA-GT,Johannesburg,no,FAGM,QRA,FAGM,,,https://en.wikipedia.org/wiki/Rand_Airport,
2789,FAHR,medium_airport,Harrismith Airport,-28.2351,29.106199,5585,AF,ZA,ZA-FS,Harrismith,no,FAHR,HRS,FAHR,,,https://en.wikipedia.org/wiki/Harrismith_Airport,
29953,FAHT,medium_airport,Eastgate Airport / Air Force Base Hoedspruit,-24.361864,31.052921,1801,AF,ZA,ZA-NP,Hoedspruit,yes,FAHS,HDS,,,https://eastgateairport.co.za,https://en.wikipedia.org/wiki/Air_Force_Base_Hoedspruit,"Hoedspruit Airport, Hoedspruit Air Force Base"
2793,FAKD,medium_airport,P C Pelser Airport,-26.871099,26.718,4444,AF,ZA,ZA-NW,Klerksdorp,no,FAKD,KXE,FAKD,,,https://en.wikipedia.org/wiki/Klerksdorp_Airport,
2794,FAKM,large_airport,Kimberley Airport,-28.805401,24.764872,3950,AF,ZA,ZA-NC,Kimberley,yes,FAKM,KIM,FAKM,,https://www.airports.co.za/airports/kimberley-airport,https://en.wikipedia.org/wiki/Kimberley_Airport,
2795,FAKN,large_airport,Kruger Mpumalanga International Airport,-25.383327,31.105325,2829,AF,ZA,ZA-MP,Mbombela,yes,FAKN,MQP,FAKN,,https://kmiairport.co.za,https://en.wikipedia.org/wiki/Kruger_Mpumalanga_International_Airport,
2798,FAKU,medium_airport,Johan Pienaar Airport,-27.456596,23.411946,4382,AF,ZA,ZA-NC,Kuruman,no,FAKU,KMH,FAKU,,,https://en.wikipedia.org/wiki/Johan_Pienaar_Airport,
2799,FAKZ,medium_airport,Kleinsee Airport,-29.6884002686,17.093999862700002,270,AF,ZA,ZA-NC,Kleinsee,no,FAKZ,KLZ,FAKZ,,,https://en.wikipedia.org/wiki/Kleinzee_Airport,
2800,FALA,large_airport,Lanseria International Airport,-25.938964,27.926642,4517,AF,ZA,ZA-GT,Johannesburg,yes,FALA,HLA,FALA,,https://landseria.co.za,https://en.wikipedia.org/wiki/Lanseria_Airport,
2801,FALC,medium_airport,Lime Acres Finsch Mine Airport,-28.36009979248047,23.43910026550293,4900,AF,ZA,ZA-NC,Lime Acres,no,FALC,LMR,FALC,,,,
300795,FALE,large_airport,King Shaka International Airport,-29.6144444444,31.1197222222,295,AF,ZA,ZA-NL,Durban,yes,FALE,DUR,FALE,,,https://en.wikipedia.org/wiki/King_Shaka_International_Airport,La Mercy Airport
2805,FALW,medium_airport,Langebaanweg Airport,-32.968898773199996,18.1602993011,108,AF,ZA,ZA-WC,Langebaanweg,no,FALW,SDB,FALW,,,https://en.wikipedia.org/wiki/AFB_Langebaanweg,
2806,FALY,medium_airport,Ladysmith Airport,-28.5816993713,29.749700546299998,3548,AF,ZA,ZA-NL,Ladysmith,no,FALY,LAY,FALY,,,https://en.wikipedia.org/wiki/Ladysmith_Airport,
2808,FAMD,medium_airport,Malamala Airport,-24.816866,31.544085,1124,AF,ZA,ZA-MP,Malamala,no,FAMD,AAM,FAMD,,,https://en.wikipedia.org/wiki/Mala_Mala_Airport,
2809,FAMG,medium_airport,Margate Airport,-30.8574008942,30.343000412,495,AF,ZA,ZA-NL,Margate,yes,FAMG,MGH,FAMG,,,https://en.wikipedia.org/wiki/Margate_Airport,
2812,FAMM,medium_airport,Mmabatho International Airport,-25.798400878900004,25.548000335699996,4181,AF,ZA,ZA-NW,Mafeking,yes,FAMM,MBD,FAMM,,,https://en.wikipedia.org/wiki/Mmabatho_International_Airport,Mafikeng
2815,FAMU,medium_airport,Mkuze Airport,-27.626101,32.0443,400,AF,ZA,ZA-NL,Mkuze,yes,FAMU,MZQ,FAMU,,https://umda.org.za/mkuze-airport/,https://en.wikipedia.org/wiki/Mkuze,"Mkuzi Airport, eMkhuze, uMkhuze, Mkhuze"
2816,FANC,medium_airport,Newcastle Airport,-27.7705993652,29.976900100699996,4074,AF,ZA,ZA-NL,Newcastle,no,FANC,NCS,FANC,,,https://en.wikipedia.org/wiki/Newcastle_Airport_(South_Africa),
2819,FAOH,medium_airport,Oudtshoorn Airport,-33.6069984436,22.188999176,1063,AF,ZA,ZA-WC,Oudtshoorn,no,FAOH,OUH,FAOH,FAOH,,,
31055,FAOR,large_airport,O.R. Tambo International Airport,-26.140081,28.246801,5558,AF,ZA,ZA-GT,Johannesburg,yes,FAOR,JNB,FAOR,,https://ortambo-airport.com/,https://en.wikipedia.org/wiki/O._R._Tambo_International_Airport,"Johannesburg International Airport, FAJS"
2820,FAPE,large_airport,Chief Dawid Stuurman International Airport,-33.989715,25.617353,226,AF,ZA,ZA-EC,Gqeberha (Port Elizabeth),yes,FAPE,PLZ,FAPE,,http://www.acsa.co.za/home.asp?pid=236,https://en.wikipedia.org/wiki/Chief_Dawid_Stuurman_International_Airport,"H. F. Verwoerd Airport, Port Elizabeth International Airport, Walmer Airport"
2821,FAPG,medium_airport,Plettenberg Bay Airport,-34.08816,23.328723,465,AF,ZA,ZA-WC,Plettenberg Bay,no,FAPG,PBZ,FAPG,,,https://en.wikipedia.org/wiki/Plettenberg_Bay_Aerodrome,
2822,FAPH,medium_airport,Hendrik Van Eck Airport,-23.937200546299998,31.1553993225,1432,AF,ZA,ZA-NP,Phalaborwa,yes,FAPH,PHW,FAPH,,,https://en.wikipedia.org/wiki/Hendrik_Van_Eck_Airport,
2824,FAPJ,medium_airport,Port St Johns Airport,-31.60612,29.52175,1227,AF,ZA,ZA-EC,Port St Johns,no,FAPJ,JOH,FAPJ,,,,
2825,FAPM,medium_airport,Pietermaritzburg Airport,-29.649000167799997,30.3987007141,2423,AF,ZA,ZA-NL,Pietermaritzburg,yes,FAPM,PZB,FAPM,,,https://en.wikipedia.org/wiki/Pietermaritzburg_Airport,
2826,FAPN,medium_airport,Pilanesberg International Airport,-25.333799,27.173401,3412,AF,ZA,ZA-NW,Pilanesberg,no,FAPN,NTY,FAPN,,,https://en.wikipedia.org/wiki/Pilanesberg_International_Airport,
2827,FAPP,large_airport,Polokwane International Airport,-23.845269,29.458615,4076,AF,ZA,ZA-NP,Polokwane,yes,FAPP,PTG,FAPP,,,https://en.wikipedia.org/wiki/Polokwane_International_Airport,"FAPB, AFB Pietersburg, Pietersburg International Airport, Gateway International Airport"
2828,FAPS,medium_airport,Potchefstroom Airport,-26.670999527,27.0818996429,4520,AF,ZA,ZA-NW,Potchefstroom,no,FAPS,PCF,FAPS,,,,
2830,FAQT,medium_airport,Queenstown Airport,-31.92020034790039,26.882200241088867,3637,AF,ZA,ZA-EC,Queenstown,no,FAQT,UTW,FAQT,,,,
2831,FARB,medium_airport,Richards Bay Airport,-28.740999221800003,32.0920982361,109,AF,ZA,ZA-NL,Richards Bay,yes,FARB,RCB,FARB,,,https://en.wikipedia.org/wiki/Richards_Bay_Airport,
2833,FARS,medium_airport,Robertson Airport,-33.812199,19.9028,640,AF,ZA,ZA-WC,Robertson,no,FARS,ROD,FARS,,,https://en.wikipedia.org/wiki/Robertson_Airfield,
2834,FASB,medium_airport,Springbok Airport,-29.689300537109375,17.939599990844727,2690,AF,ZA,ZA-NC,Springbok,no,FASB,SBU,FASB,,,,
2835,FASC,medium_airport,Secunda Airport,-26.52409935,29.170099258399997,5250,AF,ZA,ZA-MP,Secunda,no,FASC,ZEC,FASC,,,,
2839,FASS,medium_airport,Sishen Airport,-27.6486,22.9993,3848,AF,ZA,ZA-NC,Sishen,yes,FASS,SIS,FASS,,,,
2841,FASZ,medium_airport,Skukuza Airport,-24.96085,31.588587,1020,AF,ZA,ZA-MP,Skukuza,yes,FASZ,SZK,FASZ,,,https://en.wikipedia.org/wiki/Skukuza_Airport,
2845,FATZ,medium_airport,Tzaneen Airport,-23.8244,30.3293,1914,AF,ZA,ZA-NP,Tzaneen,no,FATZ,LTA,FATZ,,,https://af.wikipedia.org/wiki/Tzaneen-lughawe,
2846,FAUL,medium_airport,Prince Mangosuthu Buthelezi Airport,-28.3206005096,31.4165000916,1720,AF,ZA,ZA-NL,Ulundi,no,FAUL,ULD,FAUL,,,https://en.wikipedia.org/wiki/Ulundi_Airport,
2847,FAUP,medium_airport,Upington Airport,-28.400246,21.263592,2782,AF,ZA,ZA-NC,Upington,yes,FAUP,UTN,FAUP,,https://www.airports.co.za/airports/upington-international-airport,https://en.wikipedia.org/wiki/Upington_Airport,Pierre van Ryneveld
2848,FAUT,medium_airport,K. D. Matanzima Airport,-31.546363184900002,28.6733551025,2400,AF,ZA,ZA-EC,Mthatha,yes,FAUT,UTT,FAUT,,,https://en.wikipedia.org/wiki/K.D._Matanzima_Airport,Umtata
2849,FAVB,medium_airport,Vryburg Airport,-26.9824008942,24.7287998199,3920,AF,ZA,ZA-NW,Vyrburg,no,FAVB,VRU,FAVB,,,https://en.wikipedia.org/wiki/Vryburg_Airport,
2850,FAVG,medium_airport,Virginia Airport,-29.770599,31.058399,20,AF,ZA,ZA-NL,Durban,no,FAVG,VIR,FAVG,,,https://en.wikipedia.org/wiki/Virginia_Airport,
2852,FAVR,medium_airport,Vredendal Airport,-31.641000747680664,18.5447998046875,330,AF,ZA,ZA-WC,Vredendal,no,FAVR,VRE,FAVR,,,,
2854,FAWB,medium_airport,Wonderboom Airport,-25.6539,28.224199,4095,AF,ZA,ZA-GT,Pretoria,no,FAWB,PRY,FAWB,,http://www.wonderboomairport.co.za/,https://en.wikipedia.org/wiki/Wonderboom_Airport,
2856,FAWK,medium_airport,Waterkloof Air Force Base,-25.829999923699997,28.222499847399998,4940,AF,ZA,ZA-GT,Pretoria,no,FAWK,WKF,FAWK,,,https://en.wikipedia.org/wiki/AFB_Waterkloof,AFB
2860,FBFT,large_airport,Phillip Gaonwe Matante International Airport,-21.159183,27.468826,3283,AF,BW,BW-FR,Francistown,yes,FBPM,FRW,FBPM,,https://www.caab.co.bw/p-g-matante-international-airport/,https://en.wikipedia.org/wiki/Francistown_Airport,FBFT
2861,FBJW,medium_airport,Jwaneng Airport,-24.602301,24.691,3900,AF,BW,BW-JW,Jwaneng,no,FBJW,JWA,FBJW,,,https://en.wikipedia.org/wiki/Jwaneng_Airport,
2862,FBKE,large_airport,Kasane International Airport,-17.831653,25.166195,3289,AF,BW,BW-CH,Kasane,yes,FBKE,BBK,FBKE,,,https://en.wikipedia.org/wiki/Kasane_Airport,
2863,FBMN,large_airport,Maun International Airport,-19.970491,23.431409,3093,AF,BW,BW-NW,Maun,yes,FBMN,MUB,FBMN,,https://www.caab.co.bw/maun-international-airport/,https://en.wikipedia.org/wiki/Maun_Airport,
2864,FBSK,large_airport,Sir Seretse Khama International Airport,-24.555201,25.9182,3299,AF,BW,BW-GA,Gaborone,yes,FBSK,GBE,FBSK,,,https://en.wikipedia.org/wiki/Sir_Seretse_Khama_International_Airport,
2865,FBSN,medium_airport,Sua Pan Airport,-20.5534,26.115801,2985,AF,BW,BW-ST,Sowa,no,FBSN,SXN,FBSN,,,https://en.wikipedia.org/wiki/Sua_Pan_Airport,
2866,FBSP,medium_airport,Selebi Phikwe Airport,-22.0583,27.8288,2925,AF,BW,BW-SP,Selebi Phikwe,no,FBSP,PKW,FBSP,,,https://en.wikipedia.org/wiki/Selebi-Phikwe_Airport,
30411,FBSW,small_airport,Shakawe Airport,-18.373899459838867,21.832599639892578,3379,AF,BW,BW-NW,Shakawe,yes,FBSW,SWX,FBSW,,http://www.dca.gov.bw/index.php?sectid=248,https://en.wikipedia.org/wiki/Shakawe_Airport,
2868,FCBB,large_airport,Maya-Maya International Airport,-4.2517,15.253,1048,AF,CG,CG-12,Brazzaville,yes,FCBB,BZV,FCBB,,,https://en.wikipedia.org/wiki/Maya-Maya_Airport,
323021,FCOD,medium_airport,Oyo Ollombo Airport,-1.226666,15.91,1073,AF,CG,CG-14,Oyo,no,FCOD,OLL,FCOD,,,https://en.wikipedia.org/wiki/Oyo_Ollombo_Airport,Denis Sassou Nguesso Airport
2869,FCOO,medium_airport,Owando Airport,-0.524566,15.93782,1214,AF,CG,CG-8,Owando,no,FCOO,FTX,FCOO,,,https://en.wikipedia.org/wiki/Owando_Airport,
2870,FCOU,medium_airport,Ouesso Airport,1.61599,16.037901,1158,AF,CG,CG-13,,no,FCOU,OUE,FCOU,,,https://en.wikipedia.org/wiki/Ou%C3%A9sso_Airport,
30920,FCPL,medium_airport,Ngot Nzoungou Airport,-4.20635,12.6599,1079,AF,CG,CG-9,Dolisie,no,FCPD,DIS,FCPD,,,https://en.wikipedia.org/wiki/Dolisie_Airport,Dolisie
2871,FCPP,large_airport,Antonio Agostinho-Neto International Airport,-4.81603,11.8866,55,AF,CG,CG-5,Pointe Noire,yes,FCPP,PNR,FCPP,,,https://en.wikipedia.org/wiki/Agostinho-Neto_International_Airport,Pointe Noire
2872,FDMS,medium_airport,Matsapha International Airport,-26.528919,31.307577,2075,AF,SZ,SZ-MA,Manzini,no,FDMS,MTS,FDMS,,https://www.eswacaa.co.sz/airports/matsapha/index.php,https://en.wikipedia.org/wiki/Matsapha_Airport,
308033,FDSK,large_airport,King Mswati III International Airport,-26.358611,31.716944,1092,AF,SZ,SZ-LU,Mpaka,yes,FDSK,SHO,FDSK,,http://www.eswacaa.co.sz/airports/kingmswatiIII/,https://en.wikipedia.org/wiki/King_Mswati_III_International_Airport,Sikhuphe International Airport
2873,FEFF,large_airport,Bangui M'Poko International Airport,4.39848,18.518801,1208,AF,CF,CF-MP,Bangui,yes,FEFF,BGF,FEFF,,,https://en.wikipedia.org/wiki/Bangui_M'Poko_International_Airport,
2874,FEFT,medium_airport,Berbérati Airport,4.2215800285339355,15.786399841308594,1929,AF,CF,CF-HS,Berbérati,no,FEFT,BBT,FEFT,,,https://en.wikipedia.org/wiki/Berb%C3%A9rati_Airport,
313672,FGAB,small_airport,Annobón Airport,-1.408615,5.624163,82,AF,GQ,GQ-AN,San Antonio de Palé,yes,,NBN,FGAN,,,https://en.wikipedia.org/wiki/Annob%C3%B3n_Airport,"FG01, FGAB ?"
2875,FGBT,large_airport,Bata International Airport,1.90547,9.80568,13,AF,GQ,GQ-LI,Bata,yes,FGBT,BSG,FGBT,,,https://en.wikipedia.org/wiki/Bata_Airport,
318497,FGMY,medium_airport,President Obiang Nguema International Airport,1.676437,11.024904,2165,AF,GQ,GQ-WN,Mengomeyén,yes,FGMY,GEM,FGMY,,,https://en.wikipedia.org/wiki/President_Obiang_Nguema_International_Airport,
2876,FGSL,large_airport,Malabo International Airport,3.75527,8.70872,76,AF,GQ,GQ-BN,Malabo,yes,FGSL,SSG,FGSL,,,https://en.wikipedia.org/wiki/Malabo_International_Airport,Fernando Poo
2877,FHAW,medium_airport,RAF Ascension Island,-7.970179,-14.392744,278,AF,SH,SH-AC,Cat Hill,yes,FHAW,ASI,FHAW,,https://www.raf.mod.uk/our-organisation/stations/ascension-island-base/,https://en.wikipedia.org/wiki/RAF_Ascension_Island,"Wideawake Airfield, Ascension Island Auxiliary Field"
318444,FHSH,medium_airport,Saint Helena International Airport,-15.958898,-5.646066,1017,AF,SH,SH-SH,Jamestown,yes,FHSH,HLE,FHSH,,http://sthelenaairport.com/,https://en.m.wikipedia.org/wiki/Saint_Helena_Airport#,
2878,FIMP,large_airport,Sir Seewoosagur Ramgoolam International Airport,-20.430201,57.683601,186,AF,MU,MU-GP,Plaine Magnien,yes,FIMP,MRU,FIMP,,http://aml.mru.aero/,https://en.wikipedia.org/wiki/Sir_Seewoosagur_Ramgoolam_International_Airport,Plaisance International Airport
2879,FIMR,medium_airport,Sir Charles Gaetan Duval Airport,-19.756696,63.359326,95,AF,MU,MU-RO,Port Mathurin,yes,FIMR,RRG,FIMR,,,https://en.wikipedia.org/wiki/Rodrigues_Island_Airport,Plaine Corail
2880,FJDG,medium_airport,Naval Support Facility Diego Garcia,-7.31327,72.411102,9,AS,IO,IO-U-A,Diego Garcia,no,,NKW,FJDG,,,https://en.wikipedia.org/wiki/Diego_Garcia,"Chagos, NSF Diego Garcia"
2881,FKKC,medium_airport,Tiko Airport,4.08919000626,9.360529899600001,151,AF,CM,CM-SW,Tiko,no,FKKC,TKC,FKKC,,,https://en.wikipedia.org/wiki/Tiko_Airport,
2882,FKKD,large_airport,Douala International Airport,4.00608,9.71948,33,AF,CM,CM-LT,Douala,yes,FKKD,DLA,FKKD,,,https://en.wikipedia.org/wiki/Douala_International_Airport,
2883,FKKL,medium_airport,Salak Airport,10.451399803161621,14.257399559020996,1390,AF,CM,CM-EN,Maroua,yes,FKKL,MVR,FKKL,,,https://en.wikipedia.org/wiki/Salak_Airport,
2884,FKKM,medium_airport,Foumban Nkounja Airport,5.63692,10.7508,3963,AF,CM,CM-OU,Foumban,no,FKKM,FOM,FKKM,,,https://en.wikipedia.org/wiki/Foumban_Nkounja_Airport,
2885,FKKN,medium_airport,N'Gaoundéré Airport,7.3570098876953125,13.559200286865234,3655,AF,CM,CM-AD,N'Gaoundéré,yes,FKKN,NGE,FKKN,,,https://en.wikipedia.org/wiki/N'Gaound%C3%A9r%C3%A9_Airport,Ngaoundere
2886,FKKR,large_airport,Garoua International Airport,9.334785,13.372129,794,AF,CM,CM-NO,Garoua,yes,FKKR,GOU,FKKR,,,https://en.wikipedia.org/wiki/Garoua_International_Airport,
2887,FKKU,medium_airport,Bafoussam Airport,5.536920070650001,10.354599952700001,4347,AF,CM,CM-OU,Bafoussam,no,FKKU,BFX,FKKU,,,https://en.wikipedia.org/wiki/Bafoussam_Airport,
2888,FKKV,medium_airport,Bamenda Airport,6.03924,10.1226,4065,AF,CM,CM-NW,Bamenda,no,FKKV,BPC,FKKV,,,https://en.wikipedia.org/wiki/Bamenda_Airport,
2889,FKKY,medium_airport,Yaoundé Ville Airport,3.83604,11.5235,2464,AF,CM,CM-CE,Yaoundé,no,FKKY,YAO,FKKY,,,https://en.wikipedia.org/wiki/Yaound%C3%A9_Airport,Yaoundé Ville Airport
2890,FKYS,large_airport,Yaoundé Nsimalen International Airport,3.72256,11.5533,2278,AF,CM,CM-CE,Yaoundé,yes,FKYS,NSI,FKYS,,,https://en.wikipedia.org/wiki/Yaoundé_Nsimalen_International_Airport,
2891,FLKE,medium_airport,Kasompe Airport,-12.5728,27.8939,4636,AF,ZM,ZM-08,Chingola,no,FLKE,CGJ,FLKE,,,https://en.wikipedia.org/wiki/Kasompe_Airport,
30012,FLKS,small_airport,Kasama Airport,-10.210169,31.123045,4541,AF,ZM,ZM-05,Kasama,yes,FLKS,KAA,FLKS,,,https://en.wikipedia.org/wiki/Kasama_Airport,
2893,FLLI,large_airport,Harry Mwanga Nkumbula International Airport,-17.821524,25.819642,3302,AF,ZM,ZM-07,Livingstone,yes,FLHN,LVI,FLHN,,https://www.zacl.co.zm/airport-section/airports/hmnia,https://en.wikipedia.org/wiki/Harry_Mwanga_Nkumbula_International_Airport,FLLI
2894,FLLS,large_airport,Kenneth Kaunda International Airport,-15.330833,28.452722,3779,AF,ZM,ZM-09,Lusaka,yes,FLKK,LUN,FLKK,,http://www.nacl.co.zm/?page_id=336,https://en.wikipedia.org/wiki/Kenneth_Kaunda_International_Airport,
2895,FLMF,large_airport,Mfuwe International Airport,-13.2589,31.9366,1853,AF,ZM,ZM-03,Mfuwe,yes,FLMF,MFU,FLMF,,,https://en.wikipedia.org/wiki/Mfuwe_Airport,
2896,FLMG,medium_airport,Mongu Airport,-15.2545,23.1623,3488,AF,ZM,ZM-01,Mongu,no,FLMG,MNR,FLMG,,,https://en.wikipedia.org/wiki/Mongu_Airport,
525659,FLSK,large_airport,Simon Mwansa Kapwepwe International Airport,-12.96513,28.515624,4308,AF,ZM,ZM-08,Ndola,yes,FLSK,NLA,FLSK,,https://www.zacl.co.zm/airport-section/airports/smkia,https://en.wikipedia.org/wiki/Simon_Mwansa_Kapwepwe_International_Airport,
2898,FLSO,medium_airport,Southdowns Airport,-12.9005,28.1499,4145,AF,ZM,ZM-08,Kitwe,no,FLSO,KIW,FLSO,,,https://en.wikipedia.org/wiki/Southdowns_Airport,
30427,FLSW,small_airport,Solwesi Airport,-12.173700332641602,26.365100860595703,4551,AF,ZM,ZM-06,Solwesi,yes,FLSW,SLI,FLSW,,,https://en.wikipedia.org/wiki/Solwezi_Airport,Solwezi Airport
2901,FMCH,large_airport,Prince Said Ibrahim International Airport,-11.5337,43.2719,93,AF,KM,KM-G,Moroni,yes,FMCH,HAH,FMCH,,,https://en.wikipedia.org/wiki/Prince_Said_Ibrahim_International_Airport,Hahaia
2902,FMCI,medium_airport,Mohéli Bandar Es Eslam Airport,-12.298096,43.766496,46,AF,KM,KM-M,Fomboni,no,FMCI,NWA,FMCI,,,https://en.wikipedia.org/wiki/Moh%C3%A9li_Bandar_Es_Eslam_Airport,"Mwali, Bandaressalam"
2903,FMCV,medium_airport,Ouani Airport,-12.131047,44.430044,62,AF,KM,KM-A,Ouani,yes,FMCV,AJN,FMCV,,,https://en.wikipedia.org/wiki/Ouani_Airport,
2904,FMCZ,large_airport,Dzaoudzi Pamandzi International Airport,-12.809319,45.281815,23,AF,YT,YT-U-A,Dzaoudzi,yes,FMCZ,DZA,FMCZ,,,https://en.wikipedia.org/wiki/Dzaoudzi_Pamandzi_International_Airport,
2905,FMEE,large_airport,Roland Garros Airport,-20.890087,55.518894,66,AF,RE,RE-SD,Sainte-Marie,yes,FMEE,RUN,FMEE,,http://www.reunion.aeroport.fr/index.htm,https://en.wikipedia.org/wiki/Roland_Garros_Airport,Gillot Airport
2906,FMEP,large_airport,Saint-Pierre Pierrefonds Airport,-21.319362,55.422506,59,AF,RE,RE-SR,Saint-Pierre,yes,FMEP,ZSE,FMEP,,https://www.grandsudreunion.org/FR2004/aeroport.php,https://en.wikipedia.org/wiki/Pierrefonds_Airport,Aéroport de Saint-Pierre - Pierrefonds
2908,FMMI,large_airport,Ivato International Airport,-18.7969,47.478802,4198,AF,MG,MG-T,Antananarivo,yes,FMMI,TNR,FMMI,,https://ravinala-airports.aero/en/,https://en.wikipedia.org/wiki/Ivato_Airport,
2909,FMMN,medium_airport,Miandrivazo Airport,-19.562799,45.450802,203,AF,MG,MG-U,Miandrivazo,no,FMMN,ZVA,FMMN,,,https://en.wikipedia.org/wiki/Miandrivazo_Airport,
2910,FMMS,medium_airport,Sainte Marie Airport,-17.093901,49.8158,7,AF,MG,MG-A,Vohilava,yes,FMMS,SMS,FMMS,,,https://en.wikipedia.org/wiki/Saints_Marie_Airport,
2911,FMMT,large_airport,Toamasina Ambalamanasy Airport,-18.113537,49.392262,22,AF,MG,MG-A,Toamasina,yes,FMMT,TMM,FMMT,,,https://en.wikipedia.org/wiki/Toamasina_Airport,
32678,FMMU,small_airport,Tambohorano Airport,-17.476101,43.972801,23,AF,MG,MG-M,Tambohorano,yes,FMMU,WTA,FMMU,,,https://en.wikipedia.org/wiki/Tambohorano_Airport,
2912,FMMV,medium_airport,Morondava Airport,-20.2847,44.3176,30,AF,MG,MG-U,Morondava,yes,FMMV,MOQ,FMMV,,,https://en.wikipedia.org/wiki/Morondava_Airport,
2913,FMNA,medium_airport,Arrachart Airport,-12.3494,49.291698,374,AF,MG,MG-D,Antisiranana,yes,FMNA,DIE,FMNA,,,https://en.wikipedia.org/wiki/Arrachart_Airport,Diego-Suárez
2914,FMNC,medium_airport,Mananara Nord Airport,-16.1639,49.7738,9,AF,MG,MG-A,Mananara Nord,no,FMNC,WMR,FMNC,,,https://en.wikipedia.org/wiki/Mananara_Nord_Airport,Avaratra Airport
2915,FMND,medium_airport,Andapa Airport,-14.651700019836426,49.620601654052734,1552,AF,MG,MG-D,,no,FMND,ZWA,FMND,,,,
2917,FMNH,medium_airport,Antsirabe Airport,-14.9994,50.320202,20,AF,MG,MG-D,Antsirabe,no,FMNH,ANM,FMNH,,,https://en.wikipedia.org/wiki/Antsirabato_Airport,
2918,FMNL,medium_airport,Analalava Airport,-14.629514,47.763555,345,AF,MG,MG-M,Analalava,no,FMNL,HVA,FMNL,,,https://en.wikipedia.org/wiki/Analalava_Airport,
2919,FMNM,large_airport,Amborovy Airport,-15.666842,46.351233,87,AF,MG,MG-M,Mahajanga,yes,FMNM,MJN,FMNM,,,https://en.wikipedia.org/wiki/Amborovy_Airport,"Philibert Tsiranana Airport, Mahajanga"
2920,FMNN,large_airport,Nosy Be International Airport,-13.3121,48.3148,36,AF,MG,MG-D,Nosy Be,yes,FMNN,NOS,FMNN,,https://www.nosybe-airport.aero/,https://en.wikipedia.org/wiki/Fascene_Airport,Fascene Airport
30951,FMNO,small_airport,Soalala Airport,-16.10169,45.358837,141,AF,MG,MG-M,Soalala,yes,FMNO,DWB,FMNO,,,https://en.wikipedia.org/wiki/Soalala_Airport,
